flight_history_id,departure_airport_code,arrival_airport_code,published_departure,published_arrival,scheduled_gate_departure,scheduled_gate_arrival,scheduled_runway_departure,scheduled_runway_arrival
280800882,DEN,RNO,2012-11-19 15:45:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 15:45:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 15:55:00+00:00,2012-11-19 17:48:00+00:00
280784125,ATL,SAT,2012-11-19 16:00:00+00:00,2012-11-19 18:43:00+00:00,2012-11-19 16:00:00+00:00,2012-11-19 18:43:00+00:00,2012-11-19 16:21:00+00:00,2012-11-19 18:25:00+00:00
280832630,MSP,ATL,2012-11-19 16:00:00+00:00,2012-11-19 18:29:00+00:00,2012-11-19 16:00:00+00:00,2012-11-19 18:29:00+00:00,2012-11-19 16:17:00+00:00,2012-11-19 18:20:00+00:00
280828835,MCO,ORD,2012-11-19 15:58:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 15:58:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 16:07:00+00:00,2012-11-19 18:26:00+00:00
280790992,BWI,LIT,2012-11-19 16:10:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 16:10:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 16:20:00+00:00,2012-11-19 18:23:00+00:00
280855877,TPA,HOU,2012-11-19 16:25:00+00:00,2012-11-19 18:50:00+00:00,2012-11-19 16:25:00+00:00,2012-11-19 18:50:00+00:00,2012-11-19 16:35:00+00:00,2012-11-19 18:30:00+00:00
280829300,MDW,CHS,2012-11-19 16:10:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:10:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:17:00+00:00,2012-11-19 17:58:00+00:00
280833213,MSY,MCO,2012-11-19 16:20:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 16:20:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 16:30:00+00:00,2012-11-19 17:55:00+00:00
280837876,ORD,MCO,2012-11-19 16:30:00+00:00,2012-11-19 19:08:00+00:00,2012-11-19 16:30:00+00:00,2012-11-19 19:08:00+00:00,2012-11-19 16:38:00+00:00,2012-11-19 18:49:00+00:00
280780183,ACY,PBI,2012-11-19 16:20:00+00:00,2012-11-19 18:50:00+00:00,2012-11-19 16:20:00+00:00,2012-11-19 18:50:00+00:00,2012-11-19 16:29:00+00:00,2012-11-19 18:36:00+00:00
280824399,LGA,STL,2012-11-19 16:25:00+00:00,2012-11-19 19:25:00+00:00,2012-11-19 16:25:00+00:00,2012-11-19 19:25:00+00:00,2012-11-19 16:35:00+00:00,2012-11-19 18:39:00+00:00
280806169,EWR,PBI,2012-11-19 16:23:00+00:00,2012-11-19 19:19:00+00:00,2012-11-19 16:23:00+00:00,2012-11-19 19:19:00+00:00,2012-11-19 16:38:00+00:00,2012-11-19 18:57:00+00:00
280850784,SMF,PDX,2012-11-19 16:30:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:30:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 17:49:00+00:00
280800505,DEN,FLL,2012-11-19 16:35:00+00:00,2012-11-19 20:20:00+00:00,2012-11-19 16:35:00+00:00,2012-11-19 20:20:00+00:00,2012-11-19 16:45:00+00:00,2012-11-19 20:12:00+00:00
280846516,SAV,ORD,2012-11-19 16:34:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 16:34:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 16:44:00+00:00,2012-11-19 18:33:00+00:00
280800667,DEN,LNK,2012-11-19 16:42:00+00:00,2012-11-19 17:58:00+00:00,2012-11-19 16:42:00+00:00,2012-11-19 17:58:00+00:00,2012-11-19 16:56:00+00:00,2012-11-19 17:52:00+00:00
280823242,LAX,SJC,2012-11-19 16:40:00+00:00,2012-11-19 18:04:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 18:04:00+00:00,2012-11-19 17:00:00+00:00,2012-11-19 17:53:00+00:00
280799718,DCA,MKE,2012-11-19 16:40:00+00:00,2012-11-19 18:42:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 18:42:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 18:20:00+00:00
280855948,TPA,PHL,2012-11-19 16:40:00+00:00,2012-11-19 19:05:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 19:05:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 18:51:00+00:00
280806074,EWR,MCI,2012-11-19 16:41:00+00:00,2012-11-19 20:05:00+00:00,2012-11-19 16:41:00+00:00,2012-11-19 20:05:00+00:00,2012-11-19 16:52:00+00:00,2012-11-19 19:23:00+00:00
280790970,BWI,IND,2012-11-19 16:45:00+00:00,2012-11-19 18:30:00+00:00,2012-11-19 16:45:00+00:00,2012-11-19 18:30:00+00:00,2012-11-19 16:55:00+00:00,2012-11-19 18:11:00+00:00
280847778,SEA,SJC,2012-11-19 16:45:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 16:45:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 16:55:00+00:00,2012-11-19 18:34:00+00:00
280831055,MIA,IAD,2012-11-19 16:15:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 16:15:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 16:31:00+00:00,2012-11-19 18:51:00+00:00
280790749,BUR,SMF,2012-11-19 16:45:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:45:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:55:00+00:00,2012-11-19 17:50:00+00:00
280836893,OKC,IAH,2012-11-19 16:48:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 16:48:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 16:59:00+00:00,2012-11-19 18:00:00+00:00
280795423,CLE,LGA,2012-11-19 16:50:00+00:00,2012-11-19 18:26:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 18:26:00+00:00,2012-11-19 17:03:00+00:00,2012-11-19 18:09:00+00:00
280837756,ORD,JFK,2012-11-19 16:50:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 18:55:00+00:00,2012-11-19 17:06:00+00:00,2012-11-19 18:42:00+00:00
280822987,LAX,MSY,2012-11-19 16:51:00+00:00,2012-11-19 20:28:00+00:00,2012-11-19 16:51:00+00:00,2012-11-19 20:28:00+00:00,2012-11-19 17:01:00+00:00,2012-11-19 20:11:00+00:00
280800723,DEN,MLI,2012-11-19 16:51:00+00:00,2012-11-19 18:48:00+00:00,2012-11-19 16:51:00+00:00,2012-11-19 18:48:00+00:00,2012-11-19 17:04:00+00:00,2012-11-19 18:38:00+00:00
281044553,BOS,ACK,MISSING,MISSING,2012-11-19 17:20:00+00:00,2012-11-19 18:05:00+00:00,MISSING,MISSING
280814150,HOU,LAX,2012-11-19 14:50:00+00:00,2012-11-19 18:35:00+00:00,2012-11-19 14:50:00+00:00,2012-11-19 18:35:00+00:00,2012-11-19 15:00:00+00:00,2012-11-19 18:21:00+00:00
280822728,LAX,DFW,2012-11-19 16:00:00+00:00,2012-11-19 19:00:00+00:00,2012-11-19 16:00:00+00:00,2012-11-19 19:00:00+00:00,2012-11-19 16:20:00+00:00,2012-11-19 19:12:00+00:00
280801054,DFW,ABQ,2012-11-19 16:20:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 16:20:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 16:34:00+00:00,2012-11-19 18:20:00+00:00
280846154,SAN,DFW,2012-11-19 17:25:00+00:00,2012-11-19 20:20:00+00:00,2012-11-19 17:25:00+00:00,2012-11-19 20:20:00+00:00,2012-11-19 17:41:00+00:00,2012-11-19 20:30:00+00:00
280838030,ORD,PHX,2012-11-19 14:50:00+00:00,2012-11-19 18:50:00+00:00,2012-11-19 14:50:00+00:00,2012-11-19 18:50:00+00:00,2012-11-19 15:05:00+00:00,2012-11-19 18:54:00+00:00
280801132,DFW,BNA,2012-11-19 17:00:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 17:00:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 17:14:00+00:00,2012-11-19 18:51:00+00:00
280798738,CVG,FLL,2012-11-19 16:30:00+00:00,2012-11-19 19:01:00+00:00,2012-11-19 16:30:00+00:00,2012-11-19 19:01:00+00:00,2012-11-19 16:32:00+00:00,2012-11-19 18:39:00+00:00
280779714,ABE,ORD,2012-11-19 16:32:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 16:32:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 16:42:00+00:00,2012-11-19 18:21:00+00:00
280798750,CVG,JAX,2012-11-19 16:30:00+00:00,2012-11-19 18:20:00+00:00,2012-11-19 16:30:00+00:00,2012-11-19 18:20:00+00:00,2012-11-19 16:36:00+00:00,2012-11-19 18:03:00+00:00
280809848,GNV,ATL,2012-11-19 16:45:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:45:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:47:00+00:00,2012-11-19 17:43:00+00:00
280790854,BWI,BHM,2012-11-19 16:40:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 18:45:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 18:29:00+00:00
280831100,MIA,LGA,2012-11-19 17:15:00+00:00,2012-11-19 20:10:00+00:00,2012-11-19 17:15:00+00:00,2012-11-19 20:10:00+00:00,2012-11-19 17:31:00+00:00,2012-11-19 20:15:00+00:00
280831736,MLU,ATL,2012-11-19 17:30:00+00:00,2012-11-19 19:02:00+00:00,2012-11-19 17:30:00+00:00,2012-11-19 19:02:00+00:00,2012-11-19 17:32:00+00:00,2012-11-19 18:50:00+00:00
280801885,DFW,TUL,2012-11-19 16:50:00+00:00,2012-11-19 17:50:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 17:50:00+00:00,2012-11-19 17:05:00+00:00,2012-11-19 17:54:00+00:00
280848036,SFO,EUG,2012-11-19 16:33:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:33:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:41:00+00:00,2012-11-19 17:50:00+00:00
280838228,ORD,TUL,2012-11-19 15:56:00+00:00,2012-11-19 18:03:00+00:00,2012-11-19 15:56:00+00:00,2012-11-19 18:03:00+00:00,2012-11-19 16:10:00+00:00,2012-11-19 17:37:00+00:00
280822432,LAS,ORD,2012-11-19 14:15:00+00:00,2012-11-19 17:57:00+00:00,2012-11-19 14:15:00+00:00,2012-11-19 17:57:00+00:00,2012-11-19 14:17:00+00:00,2012-11-19 17:14:00+00:00
280796177,CLT,SAN,2012-11-19 12:50:00+00:00,2012-11-19 18:04:00+00:00,2012-11-19 12:50:00+00:00,2012-11-19 18:04:00+00:00,2012-11-19 12:57:00+00:00,2012-11-19 17:39:00+00:00
280841080,PHL,BWI,2012-11-19 16:20:00+00:00,2012-11-19 17:05:00+00:00,2012-11-19 16:20:00+00:00,2012-11-19 17:05:00+00:00,2012-11-19 16:24:00+00:00,2012-11-19 16:47:00+00:00
280783408,ATL,DFW,2012-11-19 15:45:00+00:00,2012-11-19 18:20:00+00:00,2012-11-19 15:45:00+00:00,2012-11-19 18:20:00+00:00,2012-11-19 16:06:00+00:00,2012-11-19 18:32:00+00:00
280801542,DFW,MCO,2012-11-19 15:30:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 15:30:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 15:45:00+00:00,2012-11-19 18:08:00+00:00
280801141,DFW,BOS,2012-11-19 14:15:00+00:00,2012-11-19 17:45:00+00:00,2012-11-19 14:15:00+00:00,2012-11-19 17:45:00+00:00,2012-11-19 14:29:00+00:00,2012-11-19 17:52:00+00:00
280800983,DEN,SNA,2012-11-19 15:33:00+00:00,2012-11-19 17:57:00+00:00,2012-11-19 15:33:00+00:00,2012-11-19 17:57:00+00:00,2012-11-19 15:43:00+00:00,2012-11-19 17:46:00+00:00
280855882,TPA,IAH,2012-11-19 15:43:00+00:00,2012-11-19 18:17:00+00:00,2012-11-19 15:43:00+00:00,2012-11-19 18:17:00+00:00,2012-11-19 15:54:00+00:00,2012-11-19 17:44:00+00:00
280801895,DFW,TUS,2012-11-19 15:25:00+00:00,2012-11-19 17:50:00+00:00,2012-11-19 15:25:00+00:00,2012-11-19 17:50:00+00:00,2012-11-19 15:39:00+00:00,2012-11-19 17:55:00+00:00
280851653,STL,IAH,2012-11-19 16:00:00+00:00,2012-11-19 18:12:00+00:00,2012-11-19 16:00:00+00:00,2012-11-19 18:12:00+00:00,2012-11-19 16:10:00+00:00,2012-11-19 17:46:00+00:00
280845455,ROA,PHL,2012-11-19 16:19:00+00:00,2012-11-19 17:49:00+00:00,2012-11-19 16:19:00+00:00,2012-11-19 17:49:00+00:00,2012-11-19 16:25:00+00:00,2012-11-19 17:45:00+00:00
280832679,MSP,CLE,2012-11-19 16:12:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:12:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:23:00+00:00,2012-11-19 17:48:00+00:00
280785572,BDL,ORD,2012-11-19 15:30:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 15:30:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 15:41:00+00:00,2012-11-19 18:23:00+00:00
280800919,DEN,SEA,2012-11-19 15:00:00+00:00,2012-11-19 18:02:00+00:00,2012-11-19 15:00:00+00:00,2012-11-19 18:02:00+00:00,2012-11-19 15:10:00+00:00,2012-11-19 17:26:00+00:00
280815006,IAD,ROA,2012-11-19 17:17:00+00:00,2012-11-19 18:12:00+00:00,2012-11-19 17:17:00+00:00,2012-11-19 18:12:00+00:00,2012-11-19 17:25:00+00:00,2012-11-19 17:57:00+00:00
280850556,SLC,PHX,2012-11-19 15:35:00+00:00,2012-11-19 17:19:00+00:00,2012-11-19 15:35:00+00:00,2012-11-19 17:19:00+00:00,2012-11-19 15:46:00+00:00,2012-11-19 17:00:00+00:00
280829893,MEM,ATL,2012-11-19 16:35:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 16:35:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 16:51:00+00:00,2012-11-19 17:39:00+00:00
280784706,AVL,DTW,2012-11-19 16:15:00+00:00,2012-11-19 18:02:00+00:00,2012-11-19 16:15:00+00:00,2012-11-19 18:02:00+00:00,2012-11-19 16:26:00+00:00,2012-11-19 17:34:00+00:00
280822264,LAS,DTW,2012-11-19 14:00:00+00:00,2012-11-19 18:03:00+00:00,2012-11-19 14:00:00+00:00,2012-11-19 18:03:00+00:00,2012-11-19 14:16:00+00:00,2012-11-19 17:35:00+00:00
280848259,SFO,ORD,2012-11-19 14:00:00+00:00,2012-11-19 18:09:00+00:00,2012-11-19 14:00:00+00:00,2012-11-19 18:09:00+00:00,2012-11-19 14:10:00+00:00,2012-11-19 17:42:00+00:00
280850601,SLC,SJC,2012-11-19 15:35:00+00:00,2012-11-19 17:37:00+00:00,2012-11-19 15:35:00+00:00,2012-11-19 17:37:00+00:00,2012-11-19 15:41:00+00:00,2012-11-19 17:20:00+00:00
280837478,ORD,COS,2012-11-19 15:30:00+00:00,2012-11-19 18:11:00+00:00,2012-11-19 15:30:00+00:00,2012-11-19 18:11:00+00:00,2012-11-19 15:41:00+00:00,2012-11-19 17:50:00+00:00
280832697,MSP,CVG,2012-11-19 16:15:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:15:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:44:00+00:00,2012-11-19 18:11:00+00:00
280796373,CMH,DTW,2012-11-19 17:00:00+00:00,2012-11-19 18:09:00+00:00,2012-11-19 17:00:00+00:00,2012-11-19 18:09:00+00:00,2012-11-19 17:19:00+00:00,2012-11-19 17:51:00+00:00
280803647,DTW,LAN,2012-11-19 17:12:00+00:00,2012-11-19 17:58:00+00:00,2012-11-19 17:12:00+00:00,2012-11-19 17:58:00+00:00,2012-11-19 17:22:00+00:00,2012-11-19 17:38:00+00:00
280848372,SFO,SBA,2012-11-19 16:23:00+00:00,2012-11-19 17:48:00+00:00,2012-11-19 16:23:00+00:00,2012-11-19 17:48:00+00:00,2012-11-19 16:29:00+00:00,2012-11-19 17:29:00+00:00
280841336,PHL,MKE,2012-11-19 14:55:00+00:00,2012-11-19 17:16:00+00:00,2012-11-19 14:55:00+00:00,2012-11-19 17:16:00+00:00,2012-11-19 15:10:00+00:00,2012-11-19 16:54:00+00:00
280789369,BOS,PIT,2012-11-19 16:15:00+00:00,2012-11-19 17:57:00+00:00,2012-11-19 16:15:00+00:00,2012-11-19 17:57:00+00:00,2012-11-19 16:19:00+00:00,2012-11-19 17:39:00+00:00
280787698,BNA,CLE,2012-11-19 16:40:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 17:54:00+00:00
280849752,SJC,DFW,2012-11-19 14:20:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 14:20:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 14:37:00+00:00,2012-11-19 18:07:00+00:00
280803347,DSM,DTW,2012-11-19 16:15:00+00:00,2012-11-19 18:06:00+00:00,2012-11-19 16:15:00+00:00,2012-11-19 18:06:00+00:00,2012-11-19 16:18:00+00:00,2012-11-19 17:36:00+00:00
280841465,PHL,SCE,2012-11-19 16:40:00+00:00,2012-11-19 17:39:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 17:39:00+00:00,2012-11-19 16:47:00+00:00,2012-11-19 17:25:00+00:00
280846408,SAT,DFW,2012-11-19 16:50:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 17:01:00+00:00,2012-11-19 18:12:00+00:00
280823965,LGA,ATL,2012-11-19 15:23:00+00:00,2012-11-19 17:52:00+00:00,2012-11-19 15:23:00+00:00,2012-11-19 17:52:00+00:00,2012-11-19 15:42:00+00:00,2012-11-19 17:33:00+00:00
280790597,BUF,ATL,2012-11-19 15:56:00+00:00,2012-11-19 18:04:00+00:00,2012-11-19 15:56:00+00:00,2012-11-19 18:04:00+00:00,2012-11-19 15:58:00+00:00,2012-11-19 17:42:00+00:00
280837717,ORD,IAH,2012-11-19 15:26:00+00:00,2012-11-19 18:17:00+00:00,2012-11-19 15:26:00+00:00,2012-11-19 18:17:00+00:00,2012-11-19 15:53:00+00:00,2012-11-19 17:55:00+00:00
280822401,LAS,MSP,2012-11-19 15:00:00+00:00,2012-11-19 18:07:00+00:00,2012-11-19 15:00:00+00:00,2012-11-19 18:07:00+00:00,2012-11-19 15:19:00+00:00,2012-11-19 17:54:00+00:00
280806228,EWR,ROC,2012-11-19 17:01:00+00:00,2012-11-19 18:19:00+00:00,2012-11-19 17:01:00+00:00,2012-11-19 18:19:00+00:00,2012-11-19 17:15:00+00:00,2012-11-19 17:58:00+00:00
280795415,CLE,LAS,2012-11-19 13:31:00+00:00,2012-11-19 18:18:00+00:00,2012-11-19 13:31:00+00:00,2012-11-19 18:18:00+00:00,2012-11-19 13:40:00+00:00,2012-11-19 17:48:00+00:00
280824002,LGA,BOS,2012-11-19 17:00:00+00:00,2012-11-19 18:07:00+00:00,2012-11-19 17:00:00+00:00,2012-11-19 18:07:00+00:00,2012-11-19 17:08:00+00:00,2012-11-19 17:42:00+00:00
280795672,CLT,BHM,2012-11-19 16:40:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 17:00:00+00:00,2012-11-19 18:01:00+00:00
280806265,EWR,SNA,2012-11-19 12:06:00+00:00,2012-11-19 18:36:00+00:00,2012-11-19 12:06:00+00:00,2012-11-19 18:36:00+00:00,2012-11-19 12:19:00+00:00,2012-11-19 17:59:00+00:00
280795461,CLE,MSP,2012-11-19 16:00:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:00:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:10:00+00:00,2012-11-19 17:45:00+00:00
281044552,BOS,ACK,MISSING,MISSING,2012-11-19 17:20:00+00:00,2012-11-19 18:05:00+00:00,MISSING,MISSING
280793564,CGI,STL,2012-11-19 16:50:00+00:00,2012-11-19 17:45:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 17:45:00+00:00,2012-11-19 17:00:00+00:00,2012-11-19 17:39:00+00:00
280795892,CLT,HSV,2012-11-19 16:40:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:47:00+00:00,2012-11-19 17:44:00+00:00
280823206,LAX,SFO,2012-11-19 16:30:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 16:30:00+00:00,2012-11-19 17:55:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 17:36:00+00:00
280817235,ITH,PHL,2012-11-19 16:54:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:54:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 17:01:00+00:00,2012-11-19 17:47:00+00:00
280836465,OAK,RNO,2012-11-19 17:05:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 17:05:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 17:15:00+00:00,2012-11-19 17:46:00+00:00
280847675,SEA,ORD,2012-11-19 14:10:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 14:10:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 14:29:00+00:00,2012-11-19 18:13:00+00:00
280855929,TPA,MSY,2012-11-19 15:55:00+00:00,2012-11-19 17:35:00+00:00,2012-11-19 15:55:00+00:00,2012-11-19 17:35:00+00:00,2012-11-19 16:05:00+00:00,2012-11-19 17:18:00+00:00
280807181,FLL,BWI,2012-11-19 15:20:00+00:00,2012-11-19 17:49:00+00:00,2012-11-19 15:20:00+00:00,2012-11-19 17:49:00+00:00,2012-11-19 15:31:00+00:00,2012-11-19 17:39:00+00:00
280829337,MDW,DTW,2012-11-19 16:54:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 16:54:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 17:05:00+00:00,2012-11-19 17:45:00+00:00
280842194,PIT,LGA,2012-11-19 16:46:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:46:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:53:00+00:00,2012-11-19 17:43:00+00:00
280841130,PHL,CVG,2012-11-19 16:15:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:15:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 16:24:00+00:00,2012-11-19 17:52:00+00:00
280841447,PHL,ROC,2012-11-19 16:25:00+00:00,2012-11-19 17:36:00+00:00,2012-11-19 16:25:00+00:00,2012-11-19 17:36:00+00:00,2012-11-19 16:44:00+00:00,2012-11-19 17:35:00+00:00
280824371,LGA,RDU,2012-11-19 16:20:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:20:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 16:32:00+00:00,2012-11-19 17:43:00+00:00
280790671,BUF,PHL,2012-11-19 16:25:00+00:00,2012-11-19 17:38:00+00:00,2012-11-19 16:25:00+00:00,2012-11-19 17:38:00+00:00,2012-11-19 16:32:00+00:00,2012-11-19 17:31:00+00:00
280787832,BNA,PHX,2012-11-19 14:05:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 14:05:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 14:15:00+00:00,2012-11-19 17:48:00+00:00
280837558,ORD,DFW,2012-11-19 15:45:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 15:45:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 16:00:00+00:00,2012-11-19 18:27:00+00:00
280795759,CLT,CRW,2012-11-19 16:19:00+00:00,2012-11-19 17:38:00+00:00,2012-11-19 16:19:00+00:00,2012-11-19 17:38:00+00:00,2012-11-19 16:31:00+00:00,2012-11-19 17:25:00+00:00
280832936,MSP,ORD,2012-11-19 16:58:00+00:00,2012-11-19 18:24:00+00:00,2012-11-19 16:58:00+00:00,2012-11-19 18:24:00+00:00,2012-11-19 17:09:00+00:00,2012-11-19 17:59:00+00:00
280801439,DFW,LAS,2012-11-19 15:15:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 15:15:00+00:00,2012-11-19 18:15:00+00:00,2012-11-19 15:29:00+00:00,2012-11-19 18:22:00+00:00
280830850,MHT,PHL,2012-11-19 16:25:00+00:00,2012-11-19 17:59:00+00:00,2012-11-19 16:25:00+00:00,2012-11-19 17:59:00+00:00,2012-11-19 16:40:00+00:00,2012-11-19 17:43:00+00:00
280800785,DEN,ONT,2012-11-19 15:45:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 15:45:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 15:55:00+00:00,2012-11-19 17:52:00+00:00
280817683,JAX,EWR,2012-11-19 16:04:00+00:00,2012-11-19 18:25:00+00:00,2012-11-19 16:04:00+00:00,2012-11-19 18:25:00+00:00,2012-11-19 16:13:00+00:00,2012-11-19 18:04:00+00:00
280805354,ELM,DTW,2012-11-19 16:50:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:50:00+00:00,2012-11-19 18:10:00+00:00,2012-11-19 16:54:00+00:00,2012-11-19 17:47:00+00:00
280848135,SFO,LAS,2012-11-19 16:21:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:21:00+00:00,2012-11-19 18:00:00+00:00,2012-11-19 16:25:00+00:00,2012-11-19 17:41:00+00:00
280807302,FLL,LAX,2012-11-19 12:10:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 12:10:00+00:00,2012-11-19 18:05:00+00:00,2012-11-19 12:21:00+00:00,2012-11-19 17:41:00+00:00
280805595,ERI,PHL,2012-11-19 16:19:00+00:00,2012-11-19 17:49:00+00:00,2012-11-19 16:19:00+00:00,2012-11-19 17:49:00+00:00,2012-11-19 16:23:00+00:00,2012-11-19 17:31:00+00:00
280849796,SJC,MSP,2012-11-19 14:35:00+00:00,2012-11-19 18:22:00+00:00,2012-11-19 14:35:00+00:00,2012-11-19 18:22:00+00:00,2012-11-19 14:57:00+00:00,2012-11-19 18:01:00+00:00
280808481,FSD,MSP,2012-11-19 17:10:00+00:00,2012-11-19 18:17:00+00:00,2012-11-19 17:10:00+00:00,2012-11-19 18:17:00+00:00,2012-11-19 17:26:00+00:00,2012-11-19 17:58:00+00:00
280841399,PHL,PIT,2012-11-19 16:45:00+00:00,2012-11-19 18:01:00+00:00,2012-11-19 16:45:00+00:00,2012-11-19 18:01:00+00:00,2012-11-19 17:00:00+00:00,2012-11-19 17:45:00+00:00
280801802,DFW,SFO,2012-11-19 13:55:00+00:00,2012-11-19 17:50:00+00:00,2012-11-19 13:55:00+00:00,2012-11-19 17:50:00+00:00,2012-11-19 14:05:00+00:00,2012-11-19 17:30:00+00:00
280847747,SEA,SAN,2012-11-19 15:30:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 15:30:00+00:00,2012-11-19 18:08:00+00:00,2012-11-19 15:44:00+00:00,2012-11-19 18:04:00+00:00
280799072,DAB,ATL,2012-11-19 16:33:00+00:00,2012-11-19 18:03:00+00:00,2012-11-19 16:33:00+00:00,2012-11-19 18:03:00+00:00,2012-11-19 16:36:00+00:00,2012-11-19 17:35:00+00:00
